Codon,dS,dN,dN/dS,Normalized dN-dS,dS (when dN=dS),Log(L),LRT,p-value
181,1.5778,0,0,-2.23167,0.453077,-15.3008,4.96975,0.0257944
182,0,0,Undefined,0,0,0,0,1
183,2.1132,1.02927,0.487,-1.53312,1.38095,-46.4112,0.754422,0.38508
184,0,0,Undefined,0,0,0,0,1
185,0,0,Undefined,0,0,0,0,1
186,0.784705,0,0,-1.1099,0.22618,-9.88642,2.48274,0.115102
187,0.823969,0,0,-1.16543,0.234201,-9.65116,2.50997,0.113128
188,1.59884,1.17837,0.737,-0.594715,1.29149,-38.1573,0.118018,0.731194
189,1.0573,1.71498,1.622,0.930227,1.55392,-41.9473,0.213302,0.644192
190,0,0.398962,Infinite,0.564298,0.267577,-11.6034,0.798492,0.371545
191,0.78965,0.293254,0.371,-0.702108,0.427637,-18.3517,0.469573,0.493183
192,1.12647,0.32059,0.285,-1.13985,0.499114,-16.4728,0.738091,0.390273
193,1.90858,0,0,-2.69953,1.08842,-26.7153,4.46749,0.0345458
194,0.782943,0,0,-1.10741,0.272937,-11.4886,2.10245,0.147063
195,0,0.35314,Infinite,0.499486,0.240067,-10.5353,0.770882,0.379944
196,0,0,Undefined,0,0,0,0,1
197,2.73178,0,0,-3.86386,0.799274,-23.6938,9.78817,0.00175638
198,0.688491,0.672317,0.977,-0.0228774,0.677624,-21.4101,0.000373596,0.984579
199,0.782274,0.345158,0.441,-0.618263,0.478844,-18.8209,0.32427,0.569053
200,0,0,Undefined,0,0,0,0,1
201,1.36213,0,0,-1.92662,0.449547,-18.5415,4.42205,0.0354774
202,1.53072,1.70975,1.117,0.253228,1.66127,-55.9878,0.0184149,0.892057
203,2.72825,0,0,-3.85887,0.858068,-23.1596,9.21399,0.00240173
204,0,1.20027,Infinite,1.69768,0.866911,-29.4744,2.59219,0.107392
205,0.706892,1.7776,2.515,1.51443,1.50263,-45.6343,0.527022,0.467861
206,0.947607,0.896339,0.946,-0.0725127,0.908622,-31.6892,0.0022787,0.961927
207,0,0,Undefined,0,0,0,0,1
208,0,0.659205,Infinite,0.932389,0.43069,-18.3759,1.69836,0.192503
209,0,3.52581,Infinite,4.98695,2.51499,-68.9518,7.33235,0.00677246
210,1.36429,0,0,-1.92967,0.788325,-22.1242,3.27876,0.0701818
211,0,0,Undefined,0,0,0,0,1
212,1.40573,0.958179,0.682,-0.633027,1.09776,-34.432,0.168923,0.681071
213,0,1.02593,Infinite,1.4511,0.644529,-15.0312,1.85498,0.173206
214,0.789936,1.1828,1.497,0.555668,1.0758,-37.4643,0.139806,0.708474
215,0,2.11825,Infinite,2.99608,1.37663,-36.2823,4.28925,0.0383541
216,0.695865,0,0,-0.984241,0.201833,-10.1042,2.47259,0.115847
217,0,0.596044,Infinite,0.843052,0.452306,-16.806,1.10143,0.293951
218,6.45E-16,0.342419,5.30648E+14,0.484322,0.220719,-9.99266,0.877187,0.348973
219,0.790186,0,0,-1.11765,0.223882,-11.1016,2.51814,0.112544
220,1.28104,0.335298,0.262,-1.33767,0.66036,-25.2134,1.28845,0.256335
221,3.57463,0,0,-5.05601,1.1976,-33.5112,10.8181,0.00100513
222,1.25915,0,0,-1.78096,0.417576,-17.1715,4.40186,0.0358997
223,1.84789,0.65533,0.355,-1.68677,0.967837,-27.718,1.01985,0.312554
224,0,0.295252,Infinite,0.417608,0.224268,-10.5924,0.549435,0.458549
225,1.58409,0,0,-2.24056,0.411065,-14.0951,5.37322,0.0204482
226,0.923761,0,0,-1.30658,0.325632,-10.3399,2.08011,0.14923
227,1.14591,0,0,-1.6208,0.338484,-10.1351,2.43,0.119033
228,0,0.937198,Infinite,1.32558,0.643488,-20.3885,2.24884,0.133714
229,0.98133,1.61565,1.646,0.897184,1.45804,-37.4211,0.228321,0.632771
230,0.63369,0.737103,1.163,0.146269,0.698981,-22.7025,0.0154407,0.901109
231,1.43978,0,0,-2.03644,0.45852,-20.6688,4.5786,0.0323737
232,0.822448,0.32846,0.399,-0.698704,0.469413,-16.5445,0.404947,0.524545
233,1.28365,0.738722,0.575,-0.77075,0.937917,-27.4318,0.298911,0.584566
234,3.70342,0.286499,0.077,-4.83294,1.24105,-36.1114,7.93739,0.00484237
235,3.53743,2.2025,0.623,-1.88814,2.65564,-58.3291,0.58522,0.444273
236,0,0.294339,Infinite,0.416317,0.224543,-13.2927,0.540801,0.462101
237,1.25452,0.336448,0.268,-1.29853,0.656581,-24.1465,1.24308,0.264879
238,7.30004,0.514764,0.071,-9.59719,1.35308,-20.3822,4.73535,0.0295489
239,1.63372,1.0054,0.615,-0.8887,1.18836,-32.3848,0.268704,0.604203
240,1.36671,0,0,-1.93309,0.421039,-15.9968,4.69889,0.0301821
241,3.69785,0.881254,0.238,-3.98382,1.68152,-45.1056,3.93212,0.0473722
242,1.20309,2.7482,2.284,2.18543,2.00272,-51.9162,1.04605,0.306419
243,1.32005,0.359537,0.272,-1.35856,0.697737,-24.8559,1.21318,0.270702
244,2.45941,0,0,-3.47862,0.628822,-19.669,8.12633,0.0043627
245,0.93837,0.888993,0.947,-0.0698398,0.900841,-33.8411,0.00215333,0.962988
246,0,0.563236,Infinite,0.796648,0.501284,-15.681,0.464128,0.495701
247,3.28542,0,0,-4.64694,0.831203,-21.9486,10.9002,0.000961526
248,0.630631,0,0,-0.891973,0.231271,-11.3052,2.00338,0.156949
249,0,0,Undefined,0,0,0,0,1
250,0,0,Undefined,0,0,0,0,1
251,0,0,Undefined,0,0,0,0,1
252,0,0,Undefined,0,0,0,0,1
253,2.42154,0,0,-3.42505,0.709585,-20.6269,7.33682,0.00675563
254,2.29398,0.321549,0.14,-2.78983,0.753492,-25.1987,2.72556,0.0987537
255,2.05466,0,0,-2.90613,0.675515,-22.238,6.64792,0.00992714
256,1.58792,0,0,-2.24597,0.426948,-16.7471,5.23678,0.0221142
257,0,0,Undefined,0,0,0,0,1
258,0,0.85474,Infinite,1.20896,0.757894,-22.5895,0.716867,0.397173
259,1.60204,0,0,-2.26594,0.760691,-25.6833,4.44821,0.0349378
260,2.20267,1.70401,0.774,-0.705315,1.95617,-42.7612,0.112823,0.736953
261,0.754887,0.352261,0.467,-0.56948,0.480375,-19.1355,0.282364,0.595156
262,0.806782,0.978203,1.212,0.24246,0.928866,-29.0091,0.0284605,0.866031
263,1.60281,0.28231,0.176,-1.86774,0.626096,-23.2306,2.15002,0.142568
264,1.53582,1.28196,0.835,-0.359069,1.35675,-39.1421,0.0420963,0.837436
265,2.7495,0,0,-3.88894,0.8011,-24.2777,9.82104,0.00172527
266,2.4438,0,0,-3.45654,0.692385,-19.0297,7.51608,0.00611505
267,0.462646,0,0,-0.654373,0.265715,-10.8671,1.10758,0.292609
268,0.747849,0,0,-1.05777,0.239289,-9.01172,2.27469,0.131502
269,0,0,Undefined,0,0,0,0,1
270,0.687758,0,0,-0.972775,0.225481,-9.83563,2.22624,0.135683
271,0.549609,0,0,-0.777374,0.218398,-12.3516,1.84425,0.174453
272,0,0,Undefined,0,0,0,0,1
273,3.23546,0,0,-4.57628,1.10279,-21.116,8.52362,0.00350567
274,2.38971,0,0,-3.38003,0.774093,-18.8874,6.71187,0.00957732
275,1.13172,0,0,-1.60072,0.249144,-10.6911,3.01804,0.0823429
276,0,0.539301,Infinite,0.762795,0.499648,-18.3523,0.30422,0.581249
277,1.22537,0,0,-1.73318,0.501367,-17.9036,3.56401,0.0590448
278,0,1.53362,Infinite,2.16917,1.08388,-34.8992,3.44898,0.0632907
279,3.45672,0,0,-4.88923,1.00354,-25.5582,12.3,0.000452948
280,1.13079,0,0,-1.59941,0.249105,-10.2909,3.01674,0.0824089
281,0,0,Undefined,0,0,0,0,1
282,0.788979,0,0,-1.11594,0.273981,-12.0996,2.1108,0.146263
283,0,0.277823,Infinite,0.392957,0.251169,-11.5606,0.201262,0.653704
284,1.00E-06,0.237848,237848,0.336414,0.237767,-10.863,0.000731753,0.978419
285,2.2566,0,0,-3.19176,0.645323,-20.0859,7.47787,0.00624621
286,0,0,Undefined,0,0,0,0,1
287,0,0.301529,Infinite,0.426487,0.220179,-10.446,0.628251,0.427998
288,0,0.288719,Infinite,0.408368,0.211094,-10.8357,0.625802,0.428899
289,2.75641,0.67442,0.245,-2.94479,1.35749,-36.0897,2.83285,0.0923541
290,0,0,Undefined,0,0,0,0,1
291,0.638087,1.43938,2.256,1.13336,1.1902,-36.9556,0.648025,0.42082
292,0,0.955387,Infinite,1.35131,0.671214,-23.6045,2.11042,0.1463
293,0.78825,0,0,-1.11491,0.241845,-9.68932,2.35752,0.124681
294,3.39022,1.26311,0.373,-3.00862,1.83912,-51.3714,1.83191,0.175902
295,0.690466,0,0,-0.976604,0.237164,-14.626,2.13299,0.144159
296,1.105,1.206,1.091,0.142857,1.18436,-32.5023,0.00615353,0.937475
297,0.784039,0,0,-1.10896,0.241985,-10.7058,2.34545,0.125649
298,0.62883,0,0,-0.889426,0.231152,-9.88572,1.99867,0.157437
299,0.690952,0,0,-0.977292,0.2151,-10.3024,2.32988,0.126912
300,0.794716,0,0,-1.12406,0.235908,-12.0342,2.42454,0.119449
301,0.822338,0.328596,0.4,-0.698355,0.469543,-16.5217,0.404467,0.524791
302,0.789084,0,0,-1.11609,0.213111,-10.0729,2.614,0.105924
303,0,0,Undefined,0,0,0,0,1
304,2.38113,0.353733,0.149,-2.86757,0.97986,-29.5954,3.27188,0.0704769
305,0,0,Undefined,0,0,0,0,1
306,0,0,Undefined,0,0,0,0,1
307,0.787305,0.293243,0.372,-0.698809,0.427285,-16.0664,0.466791,0.494467
308,3.0975,0,0,-4.38114,0.742657,-16.6145,8.51206,0.003528
309,2.10678,0,0,-2.97985,0.680357,-24.022,6.74199,0.00941698
310,1.65079,0,0,-2.3349,0.532845,-14.1264,4.49865,0.0339216
311,0,0,Undefined,0,0,0,0,1
312,3.50639,0,0,-4.95949,0.948707,-22.1931,10.3988,0.00126097
313,0.793691,0.675516,0.851,-0.167148,0.710705,-20.4064,0.0168043,0.896858
314,0,0.318983,Infinite,0.451174,0.226161,-10.3261,0.686913,0.407216
315,1.44774,0.320509,0.221,-1.59437,0.666882,-21.2322,1.63004,0.201698
316,0.628745,0,0,-0.889306,0.231145,-10.173,1.99845,0.15746
317,0.790125,0.313057,0.396,-0.674771,0.44847,-18.0903,0.412475,0.520716
318,0.833207,0,0,-1.1785,0.278795,-10.7362,2.18395,0.139456
319,3.50997,0,0,-4.96455,1.00896,-29.3394,12.3934,0.000430857
320,0.706493,0.306284,0.434,-0.566061,0.426915,-22.102,0.338872,0.560481
321,4.25361,0,0,-6.01636,1.20701,-24.476,12.429,0.000422724
322,0,0,Undefined,0,0,0,0,1
323,2.5542,0.308722,0.121,-3.17603,0.90681,-23.8743,4.02781,0.0447561
324,0,0,Undefined,0,0,0,0,1
325,2.82599,0.334966,0.119,-3.52334,1.13624,-35.4942,4.79593,0.0285271
326,0.774133,0.34073,0.44,-0.613012,0.473279,-16.1447,0.326103,0.567963
327,1.12623,0,0,-1.59296,0.336942,-9.01544,2.40514,0.120938
328,0,0.317635,Infinite,0.449268,0.225486,-10.8875,0.684464,0.408054
329,2.76608,0,0,-3.91238,0.860492,-23.1116,9.2757,0.00232214
330,0.846474,0,0,-1.19726,0.504503,-16.8106,2.06577,0.150639
331,6.2971,0,0,-8.9067,1.49737,-29.1237,16.9927,3.75E-05
332,0.480599,0,0,-0.679766,0.274145,-13.6736,1.12121,0.289659
333,0,0,Undefined,0,0,0,0,1
334,0,0,Undefined,0,0,0,0,1
335,3.491,0,0,-4.93772,1.00819,-29.3391,12.3495,0.000441101
336,0,0,Undefined,0,0,0,0,1
337,3.94415,0,0,-5.57866,1.6304,-39.6747,12.286,0.000456376
338,0,0,Undefined,0,0,0,0,1
339,1.61688,1.00825,0.624,-0.860842,1.18716,-33.3949,0.254716,0.613774
340,0.820728,0,0,-1.16085,0.238224,-12.0903,2.47062,0.115992
341,1.56566,0,0,-2.2145,0.450444,-13.5627,4.96991,0.025792
342,1.14061,0.32067,0.281,-1.15973,0.500576,-17.4008,0.751678,0.385946
343,0,0,Undefined,0,0,0,0,1
344,0.697752,0,0,-0.986909,0.215771,-9.70402,2.34352,0.125805
345,0.939635,0,0,-1.32903,0.223794,-10.1333,2.86308,0.0906339
346,1.25368,0,0,-1.77322,0.388959,-16.7795,4.66788,0.0307319
347,0,0.296037,Infinite,0.418719,0.252427,-13.6888,0.318142,0.572727
348,0.791801,0,0,-1.11993,0.259189,-9.9271,2.22786,0.135542
349,4.53574,0.282589,0.062,-6.01572,1.5738,-46.5587,11.2212,0.000808686
350,0,0,Undefined,0,0,0,0,1
351,5.73983,0,0,-8.1185,1.22246,-27.1861,15.3524,8.92E-05
352,3.86749,0,0,-5.47023,1.049,-33.4844,12.942,0.000321285
353,2.09512,0,0,-2.96336,0.602486,-18.7833,7.44086,0.00637594
354,0,0,Undefined,0,0,0,0,1
355,2.62058,0,0,-3.70658,0.250857,-9.55608,4.68944,0.0303486
356,0,0,Undefined,0,0,0,0,1
357,0,0,Undefined,0,0,0,0,1
358,0.689528,0,0,-0.975277,0.200103,-12.6701,2.4702,0.116023
359,0,0,Undefined,0,0,0,0,1
360,1.55668,0,0,-2.20178,0.449799,-15.0435,4.9521,0.026059
361,0.78985,0,0,-1.11718,0.213169,-10.3835,2.61529,0.105838
362,0,0,Undefined,0,0,0,0,1
363,1.81834,0.966102,0.531,-1.20541,1.18961,-30.3918,0.449446,0.502598
364,0.791822,0.294948,0.372,-0.702784,0.429767,-16.5105,0.466845,0.494442
365,0.687969,0,0,-0.973072,0.199975,-9.71593,2.46704,0.116257
366,0,0,Undefined,0,0,0,0,1
367,2.38921,0,0,-3.37932,0.82305,-18.1822,6.34659,0.0117607
368,0,0,Undefined,0,0,0,0,1
369,0,0,Undefined,0,0,0,0,1
370,0.67905,0,0,-0.960457,0.210063,-10.276,2.344,0.125766
371,0,0,Undefined,0,0,0,0,1
372,0,0,Undefined,0,0,0,0,1
373,0.82241,0,0,-1.16323,0.234085,-10.3551,2.50729,0.113321
374,0.69274,0,0,-0.979821,0.237411,-11.0791,2.13743,0.143743
375,0.774736,0,0,-1.0958,0.224498,-9.45324,2.47401,0.115742
376,0.651471,0,0,-0.921449,0.197741,-11.6745,2.38109,0.122812
377,0.834002,0.619347,0.743,-0.303611,0.677407,-24.4242,0.056447,0.812202
378,1.58461,0,0,-2.24129,0.426602,-13.8233,5.23253,0.0221683
379,1.12895,0,0,-1.59681,0.337034,-9.79953,2.4091,0.120631
380,1.61377,0,0,-2.28255,0.424399,-16.6653,5.32575,0.0210126
381,0.789328,0,0,-1.11644,0.210951,-10.6294,2.63482,0.104544
382,0,0,Undefined,0,0,0,0,1
383,1.35126,0,0,-1.91124,0.502196,-14.7159,3.94376,0.0470455
384,1.12893,0,0,-1.59678,0.249062,-8.98445,3.0139,0.0825532
385,0,0,Undefined,0,0,0,0,1
386,0.688539,0,0,-0.973878,0.214869,-10.1219,2.32513,0.127299
